t,y
0,0
1,294
2,588
3,882
4,1176
5,1470
6,1764
7,2058
8,2352
9,2645
10,2939
11,3232
12,3525
13,3817
14,4110
15,4402
16,4694
17,4985
18,5276
19,5567
20,5858
21,6148
22,6438
23,6727
24,7016
25,7304
26,7592
27,7879
28,8166
29,8452
30,8738
31,9023
32,9307
33,9591
34,9875
35,10157
36,10439
37,10720
38,11001
39,11281
40,11560
41,11838
42,12115
43,12392
44,12668
45,12943
46,13217
47,13490
48,13763
49,14034
50,14305
51,14574
52,14843
53,15111
54,15377
55,15643
56,15908
57,16171
58,16434
59,16695
60,16956
61,17215
62,17473
63,17730
64,17986
65,18241
66,18494
67,18747
68,18998
69,19248
70,19496
71,19744
72,19990
73,20235
74,20478
75,20721
76,20961
77,21201
78,21439
79,21676
80,21912
81,22146
82,22378
83,22610
84,22840
85,23068
86,23295
87,23520
88,23744
89,23967
90,24188
91,24408
92,24626
93,24842
94,25057
95,25270
96,25482
97,25692
98,25901
99,26108
100,26314
101,26518
102,26720
103,26920
104,27119
105,27317
106,27512
107,27706
108,27899
109,28089
110,28278
111,28466
112,28651
113,28835
114,29017
115,29198
116,29377
117,29554
118,29729
119,29902
120,30074
121,30244
122,30412
123,30579
124,30743
125,30906
126,31068
127,31227
128,31384
129,31540
130,31694
131,31846
132,31997
133,32145
134,32292
135,32437
136,32580
137,32721
138,-32675
139,-32537
140,-32402
141,-32268
142,-32135
143,-32005
144,-31876
145,-31750
146,-31625
147,-31502
148,-31381
149,-31261
150,-31144
151,-31028
152,-30914
153,-30802
154,-30692
155,-30583
156,-30476
157,-30372
158,-30269
159,-30167
160,-30068
161,-29971
162,-29875
163,-29781
164,-29689
165,-29598
166,-29510
167,-29423
168,-29338
169,-29255
170,-29174
171,-29094
172,-29016
173,-28940
174,-28866
175,-28793
176,-28723
177,-28654
178,-28586
179,-28521
180,-28457
181,-28395
182,-28334
183,-28276
184,-28219
185,-28163
186,-28110
187,-28058
188,-28008
189,-27959
190,-27912
191,-27867
192,-27823
193,-27781
194,-27741
195,-27702
196,-27665
197,-27630
198,-27596
199,-27563
200,-27533
201,-27503
202,-27476
203,-27450
204,-27425
205,-27402
206,-27381
207,-27361
208,-27342
209,-27325
210,-27310
211,-27296
212,-27283
213,-27272
214,-27262
215,-27254
216,-27247
217,-27241
218,-27237
219,-27235
220,-27233
221,-27233
222,-27235
223,-27237
224,-27241
225,-27247
226,-27253
227,-27261
228,-27270
229,-27281
230,-27292
231,-27305
232,-27319
233,-27334
234,-27351
235,-27369
236,-27387
237,-27407
238,-27428
239,-27451
240,-27474
241,-27498
242,-27524
243,-27551
244,-27578
245,-27607
246,-27637
247,-27667
248,-27699
249,-27732
250,-27765
251,-27800
252,-27836
253,-27872
254,-27910
255,-27948
256,-27987
257,-28027
258,-28068
259,-28110
260,-28153
261,-28196
262,-28240
263,-28285
264,-28331
265,-28378
266,-28425
267,-28473
268,-28522
269,-28571
270,-28621
271,-28672
272,-28723
273,-28775
274,-28828
275,-28881
276,-28935
277,-28990
278,-29045
279,-29100
280,-29156
281,-29213
282,-29270
283,-29328
284,-29386
285,-29444
286,-29503
287,-29563
288,-29623
289,-29683
290,-29743
291,-29804
292,-29866
293,-29927
294,-29989
295,-30052
296,-30114
297,-30177
298,-30241
299,-30304
300,-30368
301,-30432
302,-30496
303,-30560
304,-30625
305,-30689
306,-30754
307,-30819
308,-30884
309,-30950
310,-31015
311,-31080
312,-31146
313,-31212
314,-31277
315,-31343
316,-31409
317,-31474
318,-31540
319,-31606
320,-31672
321,-31737
322,-31803
323,-31868
324,-31934
325,-31999
326,-32064
327,-32130
328,-32195
329,-32259
330,-32324
331,-32389
332,-32453
333,-32517
334,-32581
335,-32645
336,-32709
337,32764
338,32701
339,32638
340,32575
341,32513
342,32451
343,32389
344,32327
345,32266
346,32205
347,32145
348,32085
349,32025
350,31966
351,31906
352,31848
353,31789
354,31732
355,31674
356,31617
357,31560
358,31504
359,31449
360,31393
361,31338
362,31284
363,31230
364,31177
365,31124
366,31071
367,31020
368,30968
369,30917
370,30867
371,30817
372,30768
373,30719
374,30671
375,30624
376,30577
377,30530
378,30484
379,30439
380,30394
381,30350
382,30307
383,30264
384,30222
385,30180
386,30139
387,30099
388,30059
389,30020
390,29982
391,29944
392,29907
393,29870
394,29834
395,29799
396,29765
397,29731
398,29698
399,29665
400,29633
401,29602
402,29572
403,29542
404,29513
405,29484
406,29457
407,29430
408,29403
409,29378
410,29353
411,29329
412,29305
413,29282
414,29260
415,29239
416,29218
417,29198
418,29179
419,29160
420,29142
421,29125
422,29109
423,29093
424,29078
425,29063
426,29050
427,29037
428,29024
429,29013
430,29002
431,28992
432,28982
433,28974
434,28966
435,28958
436,28951
437,28945
438,28940
439,28935
440,28931
441,28928
442,28925
443,28923
444,28922
445,28922
446,28922
447,28922
448,28924
449,28926
450,28928
451,28932
452,28935
453,28940
454,28945
455,28951
456,28957
457,28965
458,28972
459,28981
460,28989
461,28999
462,29009
463,29020
464,29031
465,29043
466,29055
467,29068
468,29082
469,29096
470,29111
471,29126
472,29142
473,29158
474,29175
475,29192
476,29210
477,29229
478,29248
479,29267
480,29287
481,29307
482,29328
483,29350
484,29371
485,29394
486,29416
487,29440
488,29463
489,29487
490,29512
491,29537
492,29562
493,29588
494,29614
495,29641
496,29668
497,29695
498,29723
499,29751
500,29779
501,29808
502,29837
503,29866
504,29896
505,29926
506,29957
507,29987
508,30018
509,30050
510,30081
511,30113
512,30145
513,30178
514,30210
515,30243
516,30276
517,30310
518,30343
519,30377
520,30411
521,30445
522,30479
523,30514
524,30549
525,30583
526,30618
527,30654
528,30689
529,30724
530,30760
531,30796
532,30831
533,30867
534,30903
535,30939
536,30975
537,31012
538,31048
539,31084
540,31121
541,31157
542,31194
543,31230
544,31266
545,31303
546,31339
547,31376
548,31412
549,31449
550,31485
551,31522
552,31558
553,31594
554,31630
555,31667
556,31703
557,31739
558,31774
559,31810
560,31846
561,31882
562,31917
563,31952
564,31988
565,32023
566,32058
567,32092
568,32127
569,32161
570,32196
571,32230
572,32264
573,32297
574,32331
575,32364
576,32397
577,32430
578,32463
579,32495
580,32528
581,32559
582,32591
583,32623
584,32654
585,32685
586,32715
587,32746
588,-32760
589,-32730
590,-32701
591,-32672
592,-32643
593,-32614
594,-32586
595,-32558
596,-32530
597,-32503
598,-32476
599,-32449
600,-32423
601,-32397
602,-32371
603,-32346
604,-32321
605,-32296
606,-32272
607,-32248
608,-32225
609,-32202
610,-32179
611,-32157
612,-32135
613,-32113
614,-32092
615,-32071
616,-32051
617,-32031
618,-32012
619,-31992
620,-31974
621,-31955
622,-31938
623,-31920
624,-31903
625,-31887
626,-31870
627,-31855
628,-31839
629,-31825
630,-31810
631,-31796
632,-31783
633,-31769
634,-31757
635,-31745
636,-31733
637,-31721
638,-31711
639,-31700
640,-31690
641,-31681
642,-31672
643,-31663
644,-31655
645,-31647
646,-31640
647,-31633
648,-31627
649,-31621
650,-31615
651,-31610
652,-31606
653,-31602
654,-31598
655,-31595
656,-31592
657,-31590
658,-31588
659,-31587
660,-31586
661,-31585
662,-31585
663,-31586
664,-31587
665,-31588
666,-31590
667,-31592
668,-31595
669,-31598
670,-31602
671,-31605
672,-31610
673,-31615
674,-31620
675,-31626
676,-31632
677,-31638
678,-31645
679,-31653
680,-31661
681,-31669
682,-31678
683,-31687
684,-31696
685,-31706
686,-31716
687,-31727
688,-31738
689,-31750
690,-31761
691,-31774
692,-31786
693,-31799
694,-31813
695,-31826
696,-31841
697,-31855
698,-31870
699,-31885
700,-31901
701,-31917
702,-31933
703,-31949
704,-31966
705,-31984
706,-32001
707,-32019
708,-32038
709,-32056
710,-32075
711,-32094
712,-32114
713,-32134
714,-32154
715,-32174
716,-32195
717,-32216
718,-32237
719,-32258
720,-32280
721,-32302
722,-32325
723,-32347
724,-32370
725,-32393
726,-32416
727,-32440
728,-32464
729,-32488
730,-32512
731,-32536
732,-32561
733,-32586
734,-32611
735,-32636
736,-32661
737,-32687
738,-32712
739,-32738
740,-32764
741,32745
742,32719
743,32692
744,32666
745,32639
746,32612
747,32585
748,32558
749,32530
750,32503
751,32475
752,32448
753,32420
754,32392
755,32364
756,32336
757,32308
758,32280
759,32252
760,32223
761,32195
762,32167
763,32138
764,32110
765,32082
766,32053
767,32025
768,31996
769,31968
770,31939
771,31911
772,31882
773,31854
774,31825
775,31797
776,31768
777,31740
778,31712
779,31683
780,31655
781,31627
782,31599
783,31571
784,31543
785,31515
786,31487
787,31460
788,31432
789,31404
790,31377
791,31350
792,31322
793,31295
794,31268
795,31242
796,31215
797,31188
798,31162
799,31136
800,31110
801,31084
802,31058
803,31032
804,31007
805,30981
806,30956
807,30931
808,30907
809,30882
810,30858
811,30834
812,30810
813,30786
814,30762
815,30739
816,30716
817,30693
818,30670
819,30648
820,30626
821,30604
822,30582
823,30561
824,30540
825,30519
826,30498
827,30477
828,30457
829,30437
830,30418
831,30398
832,30379
833,30360
834,30342
835,30323
836,30305
837,30288
838,30270
839,30253
840,30236
841,30220
842,30204
843,30188
844,30172
845,30157
846,30142
847,30127
848,30113
849,30098
850,30085
851,30071
852,30058
853,30045
854,30033
855,30021
856,30009
857,29997
858,29986
859,29975
860,29965
861,29954
862,29945
863,29935
864,29926
865,29917
866,29908
867,29900
868,29892
869,29885
870,29878
871,29871
872,29864
873,29858
874,29852
875,29847
876,29842
877,29837
878,29832
879,29828
880,29824
881,29821
882,29818
883,29815
884,29812
885,29810
886,29808
887,29807
888,29806
889,29805
890,29805
891,29804
892,29805
893,29805
894,29806
895,29807
896,29809
897,29811
898,29813
899,29815
900,29818
901,29821
902,29824
903,29828
904,29832
905,29837
906,29841
907,29846
908,29852
909,29857
910,29863
911,29869
912,29876
913,29882
914,29890
915,29897
916,29905
917,29912
918,29921
919,29929
920,29938
921,29947
922,29956
923,29966
924,29976
925,29986
926,29996
927,30007
928,30018
929,30029
930,30040
931,30052
932,30064
933,30076
934,30088
935,30101
936,30114
937,30127
938,30140
939,30153
940,30167
941,30181
942,30195
943,30210
944,30224
945,30239
946,30254
947,30269
948,30284
949,30300
950,30315
951,30331
952,30347
953,30363
954,30380
955,30396
956,30413
957,30429
958,30446
959,30464
960,30481
961,30498
962,30516
963,30533
964,30551
965,30569
966,30587
967,30605
968,30623
969,30641
970,30660
971,30678
972,30697
973,30716
974,30734
975,30753
976,30772
977,30791
978,30810
979,30829
980,30848
981,30868
982,30887
983,30906
984,30926
985,30945
986,30964
987,30984
988,31003
989,31023
990,31042
991,31062
992,31081
993,31101
994,31120
995,31140
996,31159
997,31179
998,31198
999,31217
1000,31237
1001,31256
1002,31276
1003,31295
1004,31314
1005,31333
1006,31352
1007,31371
1008,31390
1009,31409
1010,31428
1011,31447
1012,31466
1013,31484
1014,31503
1015,31522
1016,31540
1017,31558
1018,31576
1019,31594
1020,31612
1021,31630
1022,31648
1023,31666
1024,31683
1025,31701
1026,31718
1027,31735
1028,31752
1029,31769
1030,31786
1031,31802
1032,31819
1033,31835
1034,31851
1035,31867
1036,31883
1037,31898
1038,31914
1039,31929
1040,31944
1041,31959
1042,31974
1043,31988
1044,32003
1045,32017
1046,32031
1047,32045
1048,32058
1049,32072
1050,32085
1051,32098
1052,32111
1053,32123
1054,32136
1055,32148
1056,32160
1057,32171
1058,32183
1059,32194
1060,32205
1061,32216
1062,32226
1063,32237
1064,32247
1065,32257
1066,32266
1067,32276
1068,32285
1069,32294
1070,32302
1071,32311
1072,32319
1073,32327
1074,32335
1075,32342
1076,32349
1077,32356
1078,32363
1079,32369
1080,32375
1081,32381
1082,32387
1083,32392
1084,32397
1085,32402
1086,32407
1087,32411
1088,32415
1089,32419
1090,32422
1091,32425
1092,32428
1093,32431
1094,32433
1095,32436
1096,32437
1097,32439
1098,32440
1099,32441
1100,32442
1101,32443
1102,32443
1103,32443
1104,32443
1105,32442
1106,32441
1107,32440
1108,32439
1109,32437
1110,32436
1111,32433
1112,32431
1113,32428
1114,32425
1115,32422
1116,32419
1117,32415
1118,32411
1119,32407
1120,32402
1121,32398
1122,32393
1123,32387
1124,32382
1125,32376
1126,32370
1127,32364
1128,32357
1129,32350
1130,32343
1131,32336
1132,32329
1133,32321
1134,32313
1135,32305
1136,32296
1137,32287
1138,32278
1139,32269
1140,32260
1141,32250
1142,32240
1143,32230
1144,32220
1145,32210
1146,32199
1147,32188
1148,32177
1149,32165
1150,32154
1151,32142
1152,32130
1153,32118
1154,32106
1155,32093
1156,32080
1157,32067
1158,32054
1159,32041
1160,32027
1161,32014
1162,32000
1163,31986
1164,31972
1165,31957
1166,31943
1167,31928
1168,31913
1169,31898
1170,31883
1171,31868
1172,31852
1173,31837
1174,31821
1175,31805
1176,31789
1177,31773
1178,31757
1179,31740
1180,31724
1181,31707
1182,31691
1183,31674
1184,31657
1185,31640
1186,31623
1187,31605
1188,31588
1189,31570
1190,31553
1191,31535
1192,31518
1193,31500
1194,31482
1195,31464
1196,31446
1197,31428
1198,31410
1199,31392
1200,31373
1201,31355
1202,31337
1203,31318
1204,31300
1205,31281
1206,31263
1207,31244
1208,31226
1209,31207
1210,31189
1211,31170
1212,31151
1213,31133
1214,31114
1215,31095
1216,31077
1217,31058
1218,31039
1219,31021
1220,31002
1221,30984
1222,30965
1223,30946
1224,30928
1225,30909
1226,30891
1227,30873
1228,30854
1229,30836
1230,30818
1231,30799
1232,30781
1233,30763
1234,30745
1235,30727
1236,30709
1237,30691
1238,30674
1239,30656
1240,30638
1241,30621
1242,30603
1243,30586
1244,30569
1245,30551
1246,30534
1247,30517
1248,30500
1249,30484
1250,30467
1251,30451
1252,30434
1253,30418
1254,30402
1255,30386
1256,30370
1257,30354
1258,30338
1259,30323
1260,30307
1261,30292
1262,30277
1263,30262
1264,30247
1265,30232
1266,30218
1267,30204
1268,30189
1269,30175
1270,30162
1271,30148
1272,30134
1273,30121
1274,30108
1275,30095
1276,30082
1277,30069
1278,30057
1279,30044
1280,30032
1281,30020
1282,30008
1283,29997
1284,29985
1285,29974
1286,29963
1287,29952
1288,29942
1289,29931
1290,29921
1291,29911
1292,29901
1293,29892
1294,29882
1295,29873
1296,29864
1297,29855
1298,29847
1299,29838
1300,29830
1301,29822
1302,29815
1303,29807
1304,29800
1305,29793
1306,29786
1307,29779
1308,29773
1309,29767
1310,29761
1311,29755
1312,29749
1313,29744
1314,29739
1315,29734
1316,29729
1317,29725
1318,29721
1319,29717
1320,29713
1321,29710
1322,29706
1323,29703
1324,29700
1325,29698
1326,29695
1327,29693
1328,29691
1329,29689
1330,29688
1331,29687
1332,29685
1333,29685
1334,29684
1335,29684
1336,29683
1337,29683
1338,29684
1339,29684
1340,29685
1341,29686
1342,29687
1343,29688
1344,29690
1345,29691
1346,29693
1347,29696
1348,29698
1349,29701
1350,29703
1351,29706
1352,29710
1353,29713
1354,29717
1355,29721
1356,29725
1357,29729
1358,29733
1359,29738
1360,29743
1361,29748
1362,29753
1363,29758
1364,29764
1365,29770
1366,29776
1367,29782
1368,29788
1369,29795
1370,29801
1371,29808
1372,29815
1373,29822
1374,29830
1375,29837
1376,29845
1377,29853
1378,29861
1379,29869
1380,29877
1381,29886
1382,29895
1383,29903
1384,29912
1385,29922
1386,29931
1387,29940
1388,29950
1389,29959
1390,29969
1391,29979
1392,29989
1393,29999
1394,30010
1395,30020
1396,30031
1397,30041
1398,30052
1399,30063
1400,30074
1401,30085
1402,30096
1403,30108
1404,30119
1405,30130
1406,30142
1407,30154
1408,30165
1409,30177
1410,30189
1411,30201
1412,30213
1413,30226
1414,30238
1415,30250
1416,30262
1417,30275
1418,30287
1419,30300
1420,30312
1421,30325
1422,30338
1423,30351
1424,30363
1425,30376
1426,30389
1427,30402
1428,30415
1429,30428
1430,30441
1431,30454
1432,30467
1433,30480
1434,30493
1435,30506
1436,30519
1437,30532
1438,30545
1439,30558
1440,30571
1441,30584
1442,30597
1443,30610
1444,30623
1445,30636
1446,30649
1447,30662
1448,30674
1449,30687
1450,30700
1451,30713
1452,30726
1453,30738
1454,30751
1455,30764
1456,30776
1457,30789
1458,30801
1459,30813
1460,30826
1461,30838
1462,30850
1463,30862
1464,30874
1465,30886
1466,30898
1467,30910
1468,30922
1469,30933
1470,30945
1471,30956
1472,30968
1473,30979
1474,30990
1475,31001
1476,31012
1477,31023
1478,31034
1479,31044
1480,31055
1481,31065
1482,31076
1483,31086
1484,31096
1485,31106
1486,31116
1487,31125
1488,31135
1489,31144
1490,31154
1491,31163
1492,31172
1493,31181
1494,31189
1495,31198
1496,31206
1497,31215
1498,31223
1499,31231
1500,31239
1501,31246
1502,31254
1503,31261
1504,31269
1505,31276
1506,31282
1507,31289
1508,31296
1509,31302
1510,31308
1511,31315
1512,31320
1513,31326
1514,31332
1515,31337
1516,31342
1517,31347
1518,31352
1519,31357
1520,31361
1521,31366
1522,31370
1523,31374
1524,31378
1525,31381
1526,31385
1527,31388
1528,31391
1529,31394
1530,31396
1531,31399
1532,31401
1533,31403
1534,31405
1535,31407
1536,31408
1537,31410
1538,31411
1539,31412
1540,31413
1541,31413
1542,31414
1543,31414
1544,31414
1545,31414
1546,31413
1547,31413
1548,31412
1549,31411
1550,31410
1551,31408
1552,31407
1553,31405
1554,31403
1555,31401
1556,31399
1557,31396
1558,31394
1559,31391
1560,31388
1561,31384
1562,31381
1563,31377
1564,31374
1565,31370
1566,31365
1567,31361
1568,31357
1569,31352
1570,31347
1571,31342
1572,31337
1573,31331
1574,31326
1575,31320
1576,31314
1577,31308
1578,31301
1579,31295
1580,31288
1581,31282
1582,31275
1583,31267
1584,31260
1585,31253
1586,31245
1587,31237
1588,31229
1589,31221
1590,31213
1591,31204
1592,31196
1593,31187
1594,31178
1595,31169
1596,31160
1597,31151
1598,31141
1599,31132
1600,31122
1601,31112
1602,31102
1603,31092
1604,31082
1605,31071
1606,31061
1607,31050
1608,31039
1609,31028
1610,31017
1611,31006
1612,30995
1613,30983
1614,30972
1615,30960
1616,30949
1617,30937
1618,30925
1619,30913
1620,30901
1621,30889
1622,30876
1623,30864
1624,30851
1625,30839
1626,30826
1627,30813
1628,30801
1629,30788
1630,30775
1631,30762
1632,30749
1633,30735
1634,30722
1635,30709
1636,30695
1637,30682
1638,30668
1639,30655
1640,30641
1641,30628
1642,30614
1643,30600
1644,30587
1645,30573
1646,30559
1647,30545
1648,30531
1649,30517
1650,30503
1651,30489
1652,30475
1653,30461
1654,30447
1655,30433
1656,30419
1657,30405
1658,30391
1659,30377
1660,30363
1661,30349
1662,30335
1663,30321
1664,30306
1665,30292
1666,30278
1667,30264
1668,30250
1669,30236
1670,30222
1671,30209
1672,30195
1673,30181
1674,30167
1675,30153
1676,30140
1677,30126
1678,30112
1679,30099
1680,30085
1681,30071
1682,30058
1683,30045
1684,30031
1685,30018
1686,30005
1687,29992
1688,29979
1689,29966
1690,29953
1691,29940
1692,29927
1693,29914
1694,29902
1695,29889
1696,29877
1697,29864
1698,29852
1699,29840
1700,29828
1701,29816
1702,29804
1703,29792
1704,29780
1705,29769
1706,29757
1707,29746
1708,29735
1709,29723
1710,29712
1711,29701
1712,29691
1713,29680
1714,29669
1715,29659
1716,29648
1717,29638
1718,29628
1719,29618
1720,29608
1721,29599
1722,29589
1723,29580
1724,29570
1725,29561
1726,29552
1727,29543
1728,29534
1729,29526
1730,29517
1731,29509
1732,29501
1733,29493
1734,29485
1735,29477
1736,29470
1737,29462
1738,29455
1739,29448
1740,29441
1741,29434
1742,29428
1743,29421
1744,29415
1745,29409
1746,29402
1747,29397
1748,29391
1749,29385
1750,29380
1751,29375
1752,29370
1753,29365
1754,29360
1755,29356
1756,29351
1757,29347
1758,29343
1759,29339
1760,29335
1761,29332
1762,29328
1763,29325
1764,29322
1765,29319
1766,29316
1767,29314
1768,29312
1769,29309
1770,29307
1771,29305
1772,29304
1773,29302
1774,29301
1775,29300
1776,29299
1777,29298
1778,29297
1779,29296
1780,29296
1781,29296
1782,29296
1783,29296
1784,29296
1785,29297
1786,29297
1787,29298
1788,29299
1789,29300
1790,29301
1791,29303
1792,29304
1793,29306
1794,29308
1795,29310
1796,29312
1797,29314
1798,29317
1799,29319
1800,29322
1801,29325
1802,29328
1803,29332
1804,29335
1805,29338
1806,29342
1807,29346
1808,29350
1809,29354
1810,29358
1811,29363
1812,29367
1813,29372
1814,29377
1815,29382
1816,29387
1817,29392
1818,29397
1819,29403
1820,29408
1821,29414
1822,29420
1823,29426
1824,29432
1825,29438
1826,29444
1827,29451
1828,29457
1829,29464
1830,29470
1831,29477
1832,29484
1833,29491
1834,29499
1835,29506
1836,29513
1837,29521
1838,29528
1839,29536
1840,29543
1841,29551
1842,29559
1843,29567
1844,29575
1845,29583
1846,29592
1847,29600
1848,29608
1849,29617
1850,29625
1851,29634
1852,29643
1853,29651
1854,29660
1855,29669
1856,29678
1857,29687
1858,29696
1859,29705
1860,29714
1861,29723
1862,29732
1863,29742
1864,29751
1865,29760
1866,29770
1867,29779
1868,29788
1869,29798
1870,29807
1871,29817
1872,29826
1873,29836
1874,29845
1875,29855
1876,29865
1877,29874
1878,29884
1879,29893
1880,29903
1881,29913
1882,29922
1883,29932
1884,29942
1885,29951
1886,29961
1887,29970
1888,29980
1889,29990
1890,29999
1891,30009
1892,30018
1893,30028
1894,30037
1895,30046
1896,30056
1897,30065
1898,30075
1899,30084
1900,30093
1901,30102
1902,30112
1903,30121
1904,30130
1905,30139
1906,30148
1907,30157
1908,30165
1909,30174
1910,30183
1911,30192
1912,30200
1913,30209
1914,30217
1915,30226
1916,30234
1917,30242
1918,30251
1919,30259
1920,30267
1921,30275
1922,30283
1923,30290
1924,30298
1925,30306
1926,30313
1927,30321
1928,30328
1929,30335
1930,30342
1931,30349
1932,30356
1933,30363
1934,30370
1935,30377
1936,30383
1937,30390
1938,30396
1939,30402
1940,30408
1941,30414
1942,30420
1943,30426
1944,30431
1945,30437
1946,30442
1947,30448
1948,30453
1949,30458
1950,30463
1951,30468
1952,30472
1953,30477
1954,30481
1955,30485
1956,30489
1957,30493
1958,30497
1959,30501
1960,30505
1961,30508
1962,30511
1963,30515
1964,30518
1965,30521
1966,30523
1967,30526
1968,30528
1969,30531
1970,30533
1971,30535
1972,30537
1973,30539
1974,30540
1975,30542
1976,30543
1977,30544
1978,30545
1979,30546
1980,30547
1981,30548
1982,30548
1983,30548
1984,30548
1985,30548
1986,30548
1987,30548
1988,30548
1989,30547
1990,30546
1991,30545
1992,30544
1993,30543
1994,30542
1995,30540
1996,30539
1997,30537
1998,30535
1999,30533
2000,30531
2001,30528
2002,30526
2003,30523
2004,30520
2005,30517
2006,30514
2007,30511
2008,30507
2009,30504
2010,30500
2011,30496
2012,30492
2013,30488
2014,30484
2015,30480
2016,30475
2017,30470
2018,30466
2019,30461
2020,30456
2021,30450
2022,30445
2023,30440
2024,30434
2025,30428
2026,30422
2027,30416
2028,30410
2029,30404
2030,30397
2031,30391
2032,30384
2033,30377
2034,30371
2035,30364
2036,30356
2037,30349
2038,30342
2039,30334
2040,30327
2041,30319
2042,30311
2043,30303
2044,30295
2045,30287
2046,30279
2047,30270
2048,30262
2049,30253
2050,30245
2051,30236
2052,30227
2053,30218
2054,30209
2055,30200
2056,30191
2057,30181
2058,30172
2059,30162
2060,30153
2061,30143
2062,30133
2063,30124
2064,30114
2065,30104
2066,30094
2067,30084
2068,30073
2069,30063
2070,30053
2071,30042
2072,30032
2073,30021
2074,30011
2075,30000
2076,29990
2077,29979
2078,29968
2079,29957
2080,29946
2081,29935
2082,29924
2083,29913
2084,29902
2085,29891
2086,29880
2087,29869
2088,29858
2089,29846
2090,29835
2091,29824
2092,29813
2093,29801
2094,29790
2095,29779
2096,29767
2097,29756
2098,29744
2099,29733
2100,29722
2101,29710
2102,29699
2103,29687
2104,29676
2105,29664
2106,29653
2107,29641
2108,29630
2109,29619
2110,29607
2111,29596
2112,29585
2113,29573
2114,29562
2115,29551
2116,29539
2117,29528
2118,29517
2119,29506
2120,29494
2121,29483
2122,29472
2123,29461
2124,29450
2125,29439
2126,29428
2127,29417
2128,29406
2129,29396
2130,29385
2131,29374
2132,29364
2133,29353
2134,29342
2135,29332
2136,29322
2137,29311
2138,29301
2139,29291
2140,29281
2141,29271
2142,29261
2143,29251
2144,29241
2145,29231
2146,29221
2147,29212
2148,29202
2149,29193
2150,29183
2151,29174
2152,29165
2153,29156
2154,29147
2155,29138
2156,29129
2157,29120
2158,29111
2159,29103
2160,29094
2161,29086
2162,29078
2163,29070
2164,29062
2165,29054
2166,29046
2167,29038
2168,29030
2169,29023
2170,29016
2171,29008
2172,29001
2173,28994
2174,28987
2175,28980
2176,28973
2177,28967
2178,28960
2179,28954
2180,28948
2181,28942
2182,28936
2183,28930
2184,28924
2185,28918
2186,28913
2187,28907
2188,28902
2189,28897
2190,28892
2191,28887
2192,28882
2193,28878
2194,28873
2195,28869
2196,28865
2197,28861
2198,28857
2199,28853
2200,28849
2201,28846
2202,28842
2203,28839
2204,28836
2205,28833
2206,28830
2207,28827
2208,28824
2209,28822
2210,28819
2211,28817
2212,28815
2213,28813
2214,28811
2215,28810
2216,28808
2217,28807
2218,28805
2219,28804
2220,28803
2221,28802
2222,28801
2223,28801
2224,28800
2225,28800
2226,28800
2227,28800
2228,28800
2229,28800
2230,28800
2231,28801
2232,28801
2233,28802
2234,28803
2235,28803
2236,28805
2237,28806
2238,28807
2239,28808
2240,28810
2241,28812
2242,28814
2243,28815
2244,28818
2245,28820
2246,28822
2247,28824
2248,28827
2249,28830
2250,28832
2251,28835
2252,28838
2253,28841
2254,28845
2255,28848
2256,28851
2257,28855
2258,28859
2259,28862
2260,28866
2261,28870
2262,28874
2263,28878
2264,28883
2265,28887
2266,28892
2267,28896
2268,28901
2269,28906
2270,28910
2271,28915
2272,28920
2273,28925
2274,28931
2275,28936
2276,28941
2277,28947
2278,28952
2279,28958
2280,28964
2281,28970
2282,28975
2283,28981
2284,28987
2285,28993
2286,29000
2287,29006
2288,29012
2289,29018
2290,29025
2291,29031
2292,29038
2293,29044
2294,29051
2295,29058
2296,29064
2297,29071
2298,29078
2299,29085
2300,29092
2301,29099
2302,29106
2303,29113
2304,29120
2305,29127
2306,29135
2307,29142
2308,29149
2309,29156
2310,29164
2311,29171
2312,29178
2313,29186
2314,29193
2315,29201
2316,29208
2317,29215
2318,29223
2319,29230
2320,29238
2321,29245
2322,29253
2323,29260
2324,29268
2325,29276
2326,29283
2327,29291
2328,29298
2329,29306
2330,29313
2331,29321
2332,29328
2333,29336
2334,29343
2335,29350
2336,29358
2337,29365
2338,29373
2339,29380
2340,29387
2341,29395
2342,29402
2343,29409
2344,29416
2345,29424
2346,29431
2347,29438
2348,29445
2349,29452
2350,29459
2351,29466
2352,29473
2353,29479
2354,29486
2355,29493
2356,29500
2357,29506
2358,29513
2359,29519
2360,29526
2361,29532
2362,29539
2363,29545
2364,29551
2365,29557
2366,29563
2367,29569
2368,29575
2369,29581
2370,29587
2371,29593
2372,29598
2373,29604
2374,29609
2375,29615
2376,29620
2377,29625
2378,29631
2379,29636
2380,29641
2381,29645
2382,29650
2383,29655
2384,29660
2385,29664
2386,29669
2387,29673
2388,29677
2389,29681
2390,29685
2391,29689
2392,29693
2393,29697
2394,29701
2395,29704
2396,29708
2397,29711
2398,29714
2399,29717
2400,29720
2401,29723
2402,29726
2403,29729
2404,29731
2405,29734
2406,29736
2407,29738
2408,29740
2409,29742
2410,29744
2411,29746
2412,29748
2413,29749
2414,29751
2415,29752
2416,29753
2417,29754
2418,29755
2419,29756
2420,29757
2421,29758
2422,29758
2423,29758
2424,29759
2425,29759
2426,29759
2427,29759
2428,29758
2429,29758
2430,29758
2431,29757
2432,29756
2433,29755
2434,29754
2435,29753
2436,29752
2437,29751
2438,29749
2439,29748
2440,29746
